# CSV-File created with merge-csv.com
# -----------------------------------------------------------

ID,bank_account_balance_20,bank_account_balance_21,bank_account_balance_22,bank_account_balance_23,bank_account_balance_24,bank_account_balance_25,bank_account_balance_26,bank_account_balance_27,bank_account_balance_28,bank_account_balance_29,bank_account_balance_30,bank_account_balance_31,bank_account_balance_32,bank_account_balance_33,bank_account_balance_34,bank_account_balance_35,bank_account_balance_36,bank_account_balance_37,bank_account_balance_38,bank_account_balance_39,bank_account_balance_40,bank_account_balance_41,bank_account_balance_42,bank_account_balance_43,bank_account_balance_44,bank_account_balance_45,bank_account_balance_46,bank_account_balance_47,bank_account_balance_48,bank_account_balance_49,bank_account_balance_50
1418,21399,26167,29469,35953,37954,40856,42161,43444,45087,47851,48485,53831,50136,54148,56904,64231,67469,74562,76057,78072,84867,83010,85347,85529,85418,90829,87565,89558,89019,87836,91373
1532,24512,27911,29352,34712,37420,40712,42905,43398,45280,46471,45874,52970,53632,54077,56608,61048,67640,71569,76791,78206,81967,83418,85537,86945,85681,89052,90966,86024,85278,88480,88613
1864,22016,27374,25508,35276,37079,40963,42869,43391,45474,47061,45280,53038,53109,54654,56574,57287,68177,70865,76307,78011,83107,83033,85700,87486,86637,88418,89623,90552,85294,88516,89942
1347,22208,25004,27217,32511,37967,40799,42492,43434,45179,48096,48252,54000,52533,55717,56392,60204,68594,70631,76313,78857,80205,83993,85237,86311,89038,88459,87877,87661,88872,87783,91167
1385,25000,24993,31070,35547,37122,40268,42055,43767,45485,45338,49670,51451,50227,54593,56045,61451,68089,73890,76295,78970,84501,83895,85665,88702,85544,89600,90200,87466,86318,89011,91420
1170,22832,26398,31092,32282,37696,40316,42532,43166,45683,47543,49296,51386,52856,54762,56207,57694,66560,72366,76426,78061,82553,83265,85397,86988,87325,88571,89460,89607,88910,89569,91498
1212,21470,24173,25091,34805,37978,40431,42278,43797,45683,48959,47516,54687,51449,55123,56837,58517,68933,72700,76807,78288,80380,83332,85497,85802,87884,87405,88103,89622,86720,88972,89767
1329,20589,25412,27455,35813,37423,40239,42808,43540,45151,46375,48772,54588,53529,54678,56374,58506,66063,73124,76435,78327,82677,83109,85963,85621,87291,88803,90818,89278,89585,88693,91048
1399,22099,29208,29366,32019,37078,40610,42253,43029,45524,48765,48622,52789,52547,55717,56253,63544,67491,72844,76936,78949,80153,83713,85164,87874,88937,87164,90241,87338,89328,90996,88797
1422,23035,29882,27320,35847,37566,40890,42452,43965,45570,46660,46475,52363,53809,55653,56276,61266,66472,74513,76410,78253,84991,83401,85169,88509,85623,89184,89288,86324,89503,88963,90512
1173,23380,29556,30110,33722,37158,40713,42373,43551,45996,47168,49679,54979,50974,54159,56599,64364,68381,70233,76552,78497,81670,83225,85715,86615,85180,88924,91627,88958,88965,88906,90731
1696,20399,28516,31765,34058,37879,40164,42701,43712,45305,46107,46885,51853,50689,55536,56202,64139,68973,71847,76045,78498,83782,83586,85816,88607,88948,88458,89238,88183,88663,89313,88180
1252,22879,26054,28694,33855,37791,40779,42627,43293,45358,46100,47394,51351,51223,55786,56664,62297,67485,70777,76943,78166,84178,83128,85206,88973,88093,88360,88865,90579,86275,90756,88263
1685,23690,28519,25348,35482,37679,40229,42413,43331,45727,45004,48123,54437,52895,55597,56496,56401,67131,73264,76974,78062,82018,83390,85596,88604,89905,87430,90748,90636,89175,89263,88618
1124,24540,27172,25126,32330,37915,40324,42256,43086,45010,48698,45730,54339,51589,55569,56323,56293,68559,71178,76175,78668,81232,83410,85304,85148,88060,90945,87379,87934,89323,90819,88365
1238,20338,25928,27136,34398,37781,40301,42384,43044,45984,45187,45397,51602,52539,55085,56691,60747,67900,74456,76479,78191,80508,83770,85394,86685,85206,90450,91665,89763,88392,89454,89313
1632,24109,28837,28177,33124,37892,40618,42508,43541,45955,48429,49629,52694,51030,54778,56971,58650,66279,73584,76325,78746,80312,83691,85386,86920,86651,90630,87735,90414,85847,89841,90271
1140,21091,27357,27714,35823,37089,40516,42493,43778,45986,47984,48102,52622,50415,54000,56484,62823,66293,74691,76127,78989,83928,83276,85895,87420,87620,90972,90280,86548,86364,89445,90363
1243,23195,25687,27430,35271,37559,40593,42743,43157,45941,48126,47178,53064,52523,55129,56556,57357,66238,74375,76221,78397,80158,83063,85088,85706,88565,89308,90551,88985,88338,87207,91714
1122,22584,27910,26700,34656,37314,40082,42895,43287,45766,46361,49420,52076,53569,54642,56106,62900,67232,70335,76391,78294,80190,83123,85696,86080,89741,89319,88959,86553,86703,90611,90813
1593,22274,27594,30426,32364,37709,40137,42621,43184,45555,45724,49995,52331,52200,55792,56951,57292,68947,72084,76981,78601,81346,83027,85012,88110,88382,90136,89943,87626,85520,87341,90982
1057,20793,28339,31146,34627,37463,40631,42936,43951,45171,46861,49012,53510,52538,54473,56066,61436,66519,74326,76340,78366,83946,83940,85427,87816,85368,89354,90979,86608,89854,88081,88550
1920,23558,29660,25934,33659,37642,40874,42223,43871,45223,45166,46973,54688,51989,54174,56431,64718,67562,74287,76391,78876,82972,83841,85481,88208,88391,89852,87237,87722,88418,88138,91515
1929,21285,27801,29808,32847,37376,40937,42255,43863,45280,46413,46317,51653,51251,55358,56248,62980,68672,73651,76541,78237,80092,83097,85465,86095,85713,87227,87676,88390,85992,89177,91287
1486,23045,24474,30986,34074,37622,40990,42204,43329,45269,45781,47721,51587,50826,55581,56813,58248,67737,71373,76733,78713,84919,83250,85455,87344,85834,87355,91642,90571,85591,87430,88546
1748,24750,27208,26125,32991,37795,40388,42252,43602,45784,48625,47796,53123,50167,55494,56989,57398,67431,74750,76231,78995,82634,83064,85412,86173,86024,88016,90232,90360,89415,87697,90756
1594,21797,25906,27441,33162,37950,40610,42112,43638,45639,45480,45060,53224,51916,54074,56203,58050,66901,74357,76971,78277,84053,83756,85635,85868,87543,90408,90828,88927,89767,88989,90463
1341,22311,26609,25306,34786,37455,40048,42826,43057,45337,45057,48806,53435,52522,55837,56123,58694,66146,71990,76466,78422,81212,83872,85892,85799,86559,88765,87776,89400,86302,89739,91514
1969,23908,27054,26584,35714,37906,40952,42866,43660,45731,48393,49328,51783,53320,55430,56696,61604,68290,71803,76963,78969,82671,83315,85091,87965,86979,88601,91073,89552,87944,89178,89065
1560,21669,29021,28389,32807,37624,40165,42909,43310,45562,45197,49346,53438,53306,54365,56327,63208,67814,73762,76890,78508,81386,83942,85574,87227,89781,89998,87931,87972,88558,90005,91836
1819,22788,29217,25202,33286,37977,40417,42799,43577,45335,46198,47307,51038,51146,55929,56682,57147,68118,70729,76547,78629,84007,83158,85644,88897,87400,88664,89962,90073,86016,89132,89043
1287,23404,26969,27008,34556,37305,40426,42458,43480,45230,48530,46872,52518,53808,55479,56197,63217,68480,73114,76532,78858,82526,83666,85756,87725,85881,88575,91988,88412,89686,90089,90504
1576,23554,29687,30323,32189,37671,40397,42882,43778,45863,47458,49088,53721,50348,54514,56219,60413,68125,70146,76320,78776,81297,83087,85108,87362,87787,90233,87602,86038,87848,87347,88554
1021,20476,27819,31310,34818,37659,40348,42499,43089,45295,45488,47410,52337,53411,54853,56495,59225,68246,74530,76227,78359,84335,83546,85979,88606,86707,89051,87036,88622,85279,87858,88031
1472,23924,26421,31946,35842,37298,40331,42295,43713,45793,45945,45315,52142,50580,55330,56462,63589,66286,74914,76941,78160,81672,83014,85668,85976,87029,90859,90623,89440,87902,87924,89280
1814,23038,26382,31222,35635,37019,40596,42987,43388,45354,46298,49442,53484,50441,55353,56397,58136,66087,70678,76253,78390,80048,83480,85930,86159,85181,87036,88056,87358,86068,90276,88613
1552,21365,27371,28062,33160,37586,40681,42627,43651,45235,47512,45007,52832,52249,54015,56687,61822,66197,72878,76339,78828,80240,83749,85950,85859,86575,88614,91461,89052,89289,89761,91355
1415,21363,25205,31890,34415,37492,40652,42403,43112,45819,46906,45262,53447,51524,55320,56041,64807,66308,73418,76383,78183,83225,83690,85791,85806,89335,88914,87747,87860,88271,90997,91500
1324,22168,29341,30825,35868,37100,40826,42276,43028,45846,47183,45099,52175,52859,54367,56345,59050,67778,73194,76666,78058,83807,83385,85513,85466,88502,90488,88242,89550,88006,88995,88746
1158,24353,25596,27817,33569,37293,40537,42051,43055,45501,46771,45153,54299,51885,54274,56929,57002,67142,71547,76866,78639,82323,83173,85679,88663,89490,88394,90036,87208,85550,89009,89127
1243,24305,24024,27656,33073,37356,40191,42599,43495,45793,45941,45797,52773,50242,55740,56572,63028,66224,73823,76166,78867,82751,83278,85297,87922,85179,89154,87530,87620,89215,89062,89430
1138,20166,26055,31618,32941,37487,40619,42138,43971,45569,47466,48200,52281,51240,55338,56361,59158,66242,72812,76016,78187,82056,83716,85846,88730,86091,87743,91425,90587,88058,89168,90231
1002,22816,25383,31188,33425,37409,40728,42959,43352,45643,45323,49398,52103,51942,54707,56863,59332,67532,70027,76507,78945,80805,83058,85777,88071,89439,87323,87232,90438,89702,90683,88257
1991,22815,26562,27282,35632,37080,40623,42198,43309,45788,48409,45526,54649,51038,54894,56218,60489,68539,74265,76716,78130,84535,83936,85756,85308,86384,87130,90893,89642,85196,87135,89805
1070,22143,24502,26503,32378,37176,40472,42754,43633,45834,47831,45964,52820,53151,55529,56343,62084,68508,72590,76345,78175,80939,83308,85400,88783,88467,90206,91543,86925,88821,87876,89390
1205,21490,29058,31117,33461,37687,40653,42278,43704,45544,45340,45528,53544,50807,54823,56161,64874,66766,74427,76218,78470,82342,83883,85740,88158,87787,87917,91614,89143,89091,90441,89077
1038,20394,27728,27527,32218,37092,40103,42707,43242,45948,47785,47459,53678,51626,55750,56126,64738,66049,71590,76961,78386,80379,83167,85063,85218,86029,88765,91663,90862,85196,88813,91489
1027,23154,29682,27515,35607,37999,40125,42379,43347,45241,46612,45197,51381,50056,55570,56498,62298,68307,70149,76178,78631,82483,83376,85330,85626,85010,87877,88974,86029,85864,89718,90923
1264,24628,26425,28541,32988,37698,40989,42487,43275,45480,46414,48684,51843,51085,54970,56522,58327,68164,70212,76059,78875,82069,83156,85740,85708,86247,88833,88858,89083,88326,89822,90348
1229,24121,27384,30461,35466,37691,40595,42109,43451,45003,47747,47565,51451,52293,54595,56325,57974,66324,70178,76543,78549,83395,83027,85575,85545,89122,89149,89679,87953,85815,89618,91162
1646,21285,27701,31514,34216,37420,40003,42655,43120,45904,48192,48571,51073,53579,54948,56265,58356,68517,71950,76386,78310,81794,83236,85701,87089,88900,87464,89065,88728,87618,89582,90033
1937,23286,25232,30623,32290,37895,40519,42811,43534,45228,48793,45944,51121,51781,55992,56482,64556,68560,73149,76765,78843,81544,83154,85372,87041,87139,89195,87740,86377,86500,87195,90278
1717,23987,25607,30033,35285,37271,40504,42391,43424,45355,46182,48520,53387,53655,54765,56476,56422,66500,72974,76366,78422,80337,83515,85606,86967,88766,90459,87468,90262,88441,90108,90231
1876,24581,24372,27472,33059,37236,40672,42634,43098,45544,46459,46189,52768,50652,54808,56397,58137,68874,74180,76975,78399,82507,83070,85412,85431,89134,89764,90676,87172,89571,89921,90162
1481,21405,26365,25623,35852,37789,40537,42827,43601,45893,46031,49136,51304,51040,55848,56128,56891,66688,70874,76069,78145,80729,83800,85425,86041,88612,89437,89654,88157,86054,89430,91195
1377,23199,24943,29594,33569,37562,40079,42876,43056,45883,47936,48522,53242,50854,55064,56346,64842,68543,73123,76046,78505,84873,83560,85155,88424,85878,88495,90031,88402,85430,88710,88490
1806,20168,28744,26250,32024,37082,40730,42918,43367,45424,47923,49226,54073,50780,54208,56034,61329,67734,72325,76149,78842,84517,83425,85915,87171,85270,89541,90186,90157,88628,88193,91829
1086,20350,26045,31771,34828,37348,40776,42506,43391,45159,47665,49192,52975,53860,54279,56443,57753,66956,74544,76748,78871,83010,83724,85428,85588,88698,90078,87486,90267,86814,90009,88175
1596,23680,24319,30837,33971,37604,40389,42847,43173,45406,46479,49849,53203,51749,55022,56364,56898,68418,70762,76648,78938,83812,83031,85246,85395,85554,88469,87969,87736,86962,89086,91494
1028,21744,26621,29847,33927,37419,40623,42010,43499,45584,46417,46946,52584,53025,54435,56630,64437,68209,72469,76890,78023,80730,83829,85422,86997,89617,88989,89288,89140,87762,87978,91503
1495,22141,24559,31718,35293,37740,40603,42167,43297,45254,46446,46703,54120,51331,54554,56783,60213,68105,74039,76229,78932,80190,83240,85036,87348,88004,90952,90641,86047,85021,88811,89821
1825,22998,25179,28689,34701,37082,40746,42960,43070,45377,48234,46159,52141,51873,54781,56936,58906,67294,74763,76695,78803,81483,83938,85950,88782,89352,89550,88955,87192,89131,87363,89226
1462,21812,26782,27484,32207,37265,40435,42223,43640,45399,47282,48997,51820,52053,54438,56075,59806,68834,70115,76523,78344,82714,83191,85955,88253,85119,88166,90265,87504,89038,87847,90702
1014,23725,29156,29674,35485,37813,40510,42718,43469,45052,47042,49969,53082,52567,55227,56495,60593,66870,74843,76068,78090,83410,83559,85247,88790,87009,87066,91749,88652,88030,89538,90962
1874,22333,24429,31011,32392,37316,40145,42012,43234,45697,46115,48362,51775,51504,54641,56210,62060,66207,74355,76860,78536,84881,83169,85463,86464,86966,90694,88614,89272,88676,89595,91924
1023,22285,27473,31586,32044,37323,40255,42064,43242,45976,47529,47528,52345,51108,55847,56995,64488,66236,72868,76441,78161,84229,83422,85982,87448,89125,88641,90184,87573,87657,89155,89739
1657,21167,28106,27940,35023,37746,40040,42693,43076,45514,45403,49559,51583,51708,55308,56715,64910,67046,71976,76868,78865,83926,83529,85527,85515,85128,87350,91411,86171,86304,90871,89576
1340,21682,27492,25025,34505,37676,40294,42587,43085,45597,48850,47599,54677,50946,55933,56606,64563,66619,74111,76490,78275,80557,83192,85535,85271,87206,89891,90600,86163,86292,88798,89389
1303,23186,24799,26841,33988,37626,40972,42661,43762,45726,47788,46211,51164,51178,55831,56421,61840,68606,73780,76763,78819,81541,83710,85790,86822,85766,87531,88523,89588,85301,88532,88308
1861,21784,26933,28686,34946,37382,40446,42606,43670,45297,48518,45779,53662,50913,55315,56283,63063,66759,73336,76891,78248,84249,83926,85813,86834,85805,89808,91295,89282,87701,87097,91864
1373,20695,26855,31448,35016,37452,40045,42208,43681,45465,48707,48157,52284,50355,55771,56236,59447,66410,74316,76548,78877,83201,83813,85568,86655,86820,90746,87869,87488,88206,88301,88190
1387,24767,29793,26525,34265,37685,40646,42561,43131,45222,45208,46557,51434,53118,54864,56997,57869,66001,73501,76528,78706,84238,83257,85397,88028,87695,88526,87038,88656,86478,89654,90535
1156,24594,27181,29682,34483,37278,40408,42903,43716,45149,45994,46110,51845,53016,54968,56623,56577,67259,73825,76061,78958,81070,83291,85047,88099,85095,88464,88720,90883,88577,89547,89591
1923,21646,24242,28033,32298,37055,40065,42557,43225,45733,46861,48924,54091,52489,55664,56183,58495,67520,74023,76397,78274,83108,83743,85929,85624,87818,90741,91632,86054,89528,89860,89154
1708,22228,25504,26644,34688,37736,40259,42607,43796,45335,48638,49257,54682,53730,55938,56997,61786,66155,71774,76859,78894,82392,83730,85683,88294,85884,88568,87795,88460,87109,88483,88819
1331,20778,28036,28215,34005,37053,40925,42338,43518,45651,47870,45571,53370,51507,54533,56165,56517,66308,71829,76520,78963,82798,83723,85919,85802,89350,90750,90899,87570,87392,90889,89995
1779,21245,25223,30802,34783,37255,40498,42472,43338,45278,48116,49065,52705,53249,55677,56636,64860,68102,72298,76776,78096,80854,83151,85869,85691,87230,90399,88336,88936,87976,90420,89950
1657,23321,28685,30444,34708,37684,40873,42786,43953,45767,47706,48224,54561,50354,55101,56822,60113,68368,74701,76729,78541,81488,83685,85162,87685,85392,87207,91198,90242,89642,90497,89155
1338,23052,28849,28863,33844,37579,40117,42530,43246,45809,46633,49772,52057,52155,54297,56766,58971,68244,73062,76017,78638,82872,83674,85590,86378,86359,88937,87696,89602,86490,87907,89171
1059,24775,25306,29961,35290,37588,40524,42984,43896,45803,47667,45998,54641,53672,54732,56546,61143,68326,73789,76949,78521,82890,83542,85096,85831,89558,89833,87950,89667,86857,87996,91178
1994,24017,29305,30005,35499,37273,40280,42034,43737,45695,46242,46577,52378,53738,55923,56895,63922,66451,70916,76839,78378,80630,83042,85588,86817,85637,90278,89753,90352,85099,90350,90064
1102,21240,25050,29761,32641,37345,40644,42751,43892,45820,47307,49067,53687,50465,54099,56639,59180,67090,72557,76793,78744,81100,83853,85167,88722,89434,89312,90600,86937,86131,89674,88083
1660,24652,25944,29071,35829,37682,40769,42997,43376,45215,45192,48316,54206,52563,54213,56463,57860,68223,72811,76227,78351,80974,83395,85505,86943,87130,87407,90305,88113,86725,89627,91081
1012,22144,26334,25638,33489,37786,40560,42985,43140,45572,47474,49847,52230,52876,54841,56722,59667,67163,72924,76415,78011,84386,83450,85899,87453,86108,90424,91296,90007,87703,88510,91448
1876,22975,27718,30851,34016,37895,40622,42324,43715,45362,47700,46941,51150,52218,54393,56202,62135,66746,73320,76207,78182,82383,83073,85650,88248,85487,89758,89806,90698,88597,89436,88910
1880,21882,28127,25834,34529,37399,40610,42228,43628,45126,47922,47518,53069,53359,55905,56544,60385,67085,73672,76660,78831,80026,83758,85127,87076,87242,87745,89316,87447,89261,88634,90809
1689,22700,25256,30439,33536,37758,40060,42450,43404,45579,47727,46966,53790,53684,55625,56997,62638,66230,70749,76086,78550,84273,83452,85443,85381,86827,88051,89479,90192,88754,88941,88826
1668,23346,27416,27818,33040,37821,40387,42463,43859,45637,46525,45790,54064,50628,54686,56990,62064,68700,74345,76642,78793,82592,83754,85312,86974,89038,87446,90204,89337,86250,90892,88893
1360,20931,24479,29324,35269,37043,40183,42921,43525,45797,45612,45104,53844,53977,54692,56492,58702,67914,72597,76778,78931,84784,83634,85811,85650,86281,87076,87899,87194,88377,88553,91913
1439,20693,25048,25662,32369,37809,40030,42648,43241,45258,48172,48643,52389,52812,54115,56351,59019,68353,71869,76645,78108,81901,83481,85638,85970,86275,87746,87936,87624,88174,89660,88743
1477,21809,29123,31288,34369,37575,40924,42232,43399,45580,48467,48022,51247,51851,54902,56665,63881,66539,71250,76738,78797,81836,83743,85806,86798,87789,89331,87824,88245,87067,88276,91974
1475,24285,29585,31432,32903,37351,40115,42506,43609,45999,48305,47738,52266,53831,54833,56139,57609,66742,72359,76089,78998,80832,83518,85874,85833,89293,88669,91813,88548,87048,88006,90671
1848,23905,27128,27722,35228,37057,40805,42907,43349,45698,45904,47665,54647,53094,55566,56707,63506,67036,73302,76081,78809,84970,83718,85364,86377,87893,87042,89565,86781,89956,90389,90392
1798,23119,27358,31306,32833,37728,40167,42806,43725,45197,48477,49617,52202,51878,55949,56842,62578,68778,71113,76960,78020,82862,83377,85983,88124,86291,88296,90132,88992,87109,87248,88815
1348,20315,29209,31321,33168,37811,40326,42008,43262,45144,45299,46894,53902,50543,54897,56145,64696,68360,74248,76545,78224,82428,83955,85402,86796,86748,87614,88346,90875,87505,87981,91745
1229,24869,26718,30378,34672,37534,40342,42002,43325,45690,46675,45161,54598,51852,54449,56673,59952,68812,70470,76712,78916,80888,83972,85363,88771,86039,89325,91809,87431,86713,87803,90480
1187,24785,25185,27889,33393,37150,40235,42733,43481,45644,45409,46450,54453,53865,55681,56164,61282,68847,70121,76382,78662,82923,83232,85717,88452,89236,90193,91865,89324,89862,88412,88179
1538,23164,26454,28536,33158,37775,40725,42822,43420,45812,45084,47770,52883,52139,54642,56686,62902,66749,74035,76134,78601,84609,83545,85218,85808,85405,90215,88288,88052,86272,89948,90343
1946,24134,26876,28403,33739,37190,40904,42436,43081,45083,48333,47453,54659,51659,55191,56286,60725,68650,71214,76562,78651,82075,83200,85187,85394,89119,87227,90198,89192,87176,89306,90774
1367,21371,26431,27028,32467,37119,40942,42151,43926,45600,47298,48004,51917,53580,54536,56494,61101,68360,74169,76986,78191,82222,83894,85885,87920,88570,88712,91170,87591,88407,89149,89853
1829,20787,26474,28198,33895,37709,40993,42731,43426,45204,45306,46596,51889,51615,55576,56055,56357,66313,72349,76726,78828,80869,83059,85772,88035,87281,89726,90853,86344,87934,87313,88889
1372,24541,26025,26575,35130,37370,40352,42758,43792,45707,48579,49662,53879,50608,54810,56281,57940,66708,74020,76697,78660,81825,83880,85742,86947,89896,89980,88783,89406,86457,90072,91525
1885,22092,25751,27158,32444,37549,40830,42954,43980,45939,48858,46637,54772,50464,55869,56218,63717,68795,70260,76549,78172,82097,83309,85325,86634,89512,87971,91364,89975,86755,90318,91040
1036,20774,29813,25521,33514,37794,40644,42724,43424,45072,45779,49715,53812,50710,55917,56271,57787,67110,73166,76938,78453,84817,83730,85877,86023,89419,88889,90016,86394,86753,90120,89711
1168,23639,27708,27621,33706,37808,40529,42470,43152,45638,48347,47871,53688,52262,55763,56596,56463,67545,71660,76420,78910,83625,83758,85155,87246,89348,89384,89622,87519,85510,90684,89003
1025,22016,24171,30031,34460,37794,40826,42913,43109,45064,45404,49561,54320,52326,54653,56264,61490,66290,73558,76743,78652,83413,83458,85552,85306,85886,87852,91951,88504,87433,87828,90196
1269,23660,28847,27558,35149,37903,40096,42074,43254,45796,48858,46636,53436,52753,55558,56748,63671,68145,71811,76786,78851,80330,83453,85683,87045,88912,90282,87828,87848,87522,87055,91195
1379,21942,26034,29891,33460,37698,40458,42327,43590,45719,47075,45968,54194,50874,55621,56165,63197,68038,72009,76098,78408,81886,83284,85342,87177,88676,87184,87905,87841,87797,90151,89692
1314,24424,27516,30827,35756,37207,40684,42269,43658,45134,45331,45762,52671,51610,54821,56116,61708,68171,71440,76055,78465,80449,83622,85100,85592,88711,87527,89813,88717,85704,87269,89219
1823,23644,24791,25364,34769,37992,40719,42395,43163,45358,48074,47259,53325,52843,54070,56683,64264,68819,71869,76285,78028,83596,83972,85208,85356,85503,88386,88308,87426,85792,89442,89219
1581,21951,28710,25778,33781,37361,40224,42521,43750,45188,48788,47191,52749,53124,54971,56418,60831,68546,72887,76233,78953,84852,83441,85070,86752,89477,89188,89778,87480,87564,88043,88185
1353,21680,24919,28598,33977,37417,40606,42028,43881,45515,45492,46766,52058,50081,55506,56143,59215,67378,71395,76478,78398,81707,83423,85327,85735,89411,88136,89599,87253,85349,89662,91000
1832,22122,28915,30846,35900,37295,40502,42510,43236,45424,48985,49291,52393,50845,55201,56321,60847,68923,71901,76341,78355,81933,83303,85834,86399,85212,89430,90678,87305,86248,89166,88751
1708,20262,28719,29022,34026,37478,40778,42607,43611,45436,48066,47383,51460,50636,55309,56681,57059,68423,72820,76642,78746,81906,83347,85999,85657,89002,89849,88382,90551,89588,88953,90133
1463,21951,24074,27428,34229,37311,40908,42160,43977,45132,46145,49793,51417,53165,55585,56101,58598,68858,71358,76023,78493,83907,83535,85404,87711,85357,87831,90313,89847,86438,87932,90911
1958,20199,24109,30352,35963,37929,40359,42928,43750,45819,48876,49636,54308,52191,54090,56119,57080,66627,71677,76635,78546,82057,83400,85179,86552,86036,89975,87065,88926,87698,88187,91393
1674,22614,25849,31659,35337,37175,40345,42104,43395,45451,46579,47176,52158,53736,55701,56631,64968,66434,72522,76696,78789,84365,83827,85080,88143,88281,88993,90449,89022,89303,89053,89949
1396,22829,29612,29009,33543,37288,40158,42499,43694,45646,45892,47075,52946,51361,54032,56563,60936,67223,71716,76495,78457,84532,83442,85164,86677,86697,89622,88084,88430,88938,88809,88018
1197,23257,25838,26345,34406,37150,40042,42466,43231,45430,47478,48906,54890,53663,54008,56212,61884,67915,71510,76233,78329,82603,83186,85813,88416,88742,87528,89401,88931,86656,87686,92000
1022,23084,24249,28437,35766,37626,40724,42915,43202,45450,47665,45426,53152,53399,55832,56451,61999,66431,72035,76424,78956,84716,83917,85352,85690,87009,87741,88230,87980,86100,88798,90649
1994,22778,24273,26898,32207,37240,40402,42844,43078,45975,48665,47787,52691,52639,55415,56058,59864,67138,70026,76027,78830,80472,83661,85825,86264,87729,88442,89558,87398,87192,87751,89354
1403,23844,27056,28071,33844,37665,40209,42385,43735,45883,48280,48909,54587,52205,55061,56617,63837,67835,72079,76215,78480,81073,83125,85798,87242,88305,87059,90982,86332,88465,88081,90701
1777,23515,26444,31227,32352,37836,40786,42045,43326,45123,46863,45767,51005,53290,55375,56937,63653,67952,73658,76186,78376,81150,83997,85599,86904,89241,90105,90485,86142,85828,87273,88509
1786,23497,28156,27034,34903,37857,40990,42343,43333,45991,48658,48942,51163,50084,55455,56305,60447,68627,72341,76428,78786,83323,83462,85743,85476,88013,87852,89053,89239,87626,88541,90647
1116,24736,24891,27737,35396,37962,40693,42478,43035,45221,48130,48170,51345,52302,54966,56454,57045,66247,71538,76077,78959,83722,83330,85900,85989,87490,89931,90521,89334,85815,87245,89084
1372,23492,29922,29272,34203,37478,40812,42398,43462,45974,45636,48027,53300,52304,55784,56647,59833,68948,73292,76884,78784,81797,83765,85443,87224,87135,90309,89437,88861,88388,87656,88251
1932,22288,29079,31597,32846,37673,40909,42395,43179,45767,47819,47610,53847,52662,55731,56623,63136,66178,71222,76353,78868,83505,83625,85449,87152,87201,88298,88164,88971,86000,87228,90142
1028,24032,28274,27399,33144,37634,40657,42113,43350,45149,46866,47425,53026,50239,54902,56235,57702,68005,71360,76300,78117,84121,83077,85100,88216,85415,90973,89114,88950,86997,89053,91089
1295,21384,25083,27971,33270,37730,40675,42157,43842,45012,47182,49661,52383,51741,55331,56874,61310,68409,73162,76325,78305,81961,83710,85276,86058,89018,87807,87817,89869,88392,88609,90842
1811,21408,26415,30457,33680,37345,40090,42956,43152,45960,48140,46432,51242,50354,54763,56935,64857,66700,74046,76598,78363,83381,83636,85557,86725,85711,87960,91113,87214,86724,88008,88752
1984,24257,27486,30493,33003,37199,40952,42978,43378,45986,48873,48897,52591,52812,55116,56238,57336,66754,71080,76417,78941,81547,83020,85483,85214,87226,90485,87202,90374,85898,87099,90887
1723,20261,27151,30408,35727,37861,40946,42457,43810,45046,45289,46433,51361,52313,54495,56815,58814,66472,70563,76019,78832,82234,83720,85740,86631,86909,87151,87372,89448,89415,88426,90583
1275,20195,27549,31371,33666,37529,40885,42131,43660,45295,45716,49451,51031,51770,55867,56644,64021,67196,71130,76707,78285,81344,83150,85142,85644,88615,89856,87812,87958,85203,89245,90013
1683,21117,24928,31795,33275,37327,40294,42876,43716,45139,45766,47949,53356,51089,54788,56458,64987,67047,74304,76910,78260,84676,83171,85658,85455,88868,89455,88570,87999,88117,89288,88005
1589,23055,27010,25207,32044,37742,40568,42070,43140,45172,47693,48995,52566,51660,54572,56316,57245,67443,72949,76642,78285,83970,83521,85229,88784,85053,89903,88049,89063,85699,90882,89011
1363,20069,24365,28312,32423,37174,40321,42232,43804,45283,48932,48983,54522,50188,54304,56314,56444,68059,73627,76650,78503,80459,83679,85467,88169,86438,90384,90239,87890,88855,90077,91812
1397,22449,28512,28782,35113,37595,40719,42620,43818,45842,46410,48594,54607,52652,54244,56028,59673,66216,72028,76166,78760,80382,83771,85530,85429,86203,88023,89081,86929,85479,89155,89375
1610,24399,28659,27976,34682,37939,40895,42634,43724,45639,47804,45026,51016,53419,54646,56968,60436,68377,71736,76567,78010,83574,83670,85169,86990,85195,89438,91125,87801,89609,87376,89466
1863,21711,26014,27200,35726,37680,40249,42281,43939,45600,45358,47954,53004,51393,55629,56764,59554,66130,71898,76569,78097,82219,83961,85193,85734,86664,90292,89077,89955,88722,89706,90224
1764,22050,26541,25018,34857,37675,40852,42744,43298,45007,47335,47602,54608,51619,54694,56146,63104,67810,74539,76934,78968,83168,83907,85097,86435,89548,89212,89985,87511,86402,90584,90012
1296,20021,26770,30680,32186,37140,40630,42196,43878,45957,48546,48366,53395,53883,55801,56377,64079,66332,73656,76974,78046,82209,83231,85035,88790,89066,87862,91257,90744,89725,88465,90482
1091,23300,26662,28621,34188,37741,40518,42945,43675,45701,45572,46152,52784,50898,54837,56621,57568,66573,74178,76000,78504,82360,83450,85851,85145,85601,90990,90236,90855,89509,87294,89138
